,total_gain,total_income,total_get,total_use,num_bet,num_pass,num_hit,buy_hit_per,total_reward,n_episode
0,0.16024988117062833,23.599999999998545,14750.599999999999,14727.0,2715.0,3285.0,166.0,6.114180478821362,23.599999999993088,1
0,3.4996365558712625,529.6000000000004,15662.6,15133.0,2740.0,3260.0,165.0,6.021897810218978,529.5999999999967,2
0,-6.928453947368453,-1011.0000000000036,13580.999999999996,14592.0,2686.0,3314.0,155.0,5.77066269545793,-1010.9999999999982,3
0,-13.640218049666814,-2026.799999999992,12832.200000000008,14859.0,2738.0,3262.0,171.0,6.2454346238130025,-2026.800000000001,4
0,-13.344874893839403,-2042.699999999999,13264.300000000001,15307.0,2758.0,3242.0,171.0,6.200145032632342,-2042.7000000000053,5
0,13.25686221743807,1970.4999999999964,16834.499999999996,14864.0,2694.0,3306.0,172.0,6.384558277654046,1970.4999999999964,6
0,-7.4132976946207805,-1109.3999999999996,13855.6,14965.0,2731.0,3269.0,170.0,6.224826071036251,-1109.4000000000033,7
0,-23.929131175468513,-3511.600000000004,11163.399999999996,14675.0,2679.0,3321.0,153.0,5.711086226203808,-3511.600000000004,8
0,-7.459481361426256,-1104.6000000000004,13703.4,14808.0,2718.0,3282.0,180.0,6.622516556291391,-1104.6000000000076,9
0,-0.7609405617243681,-116.5,15193.5,15310.0,2754.0,3246.0,172.0,6.245461147421931,-116.5,10
0,-14.14197572716796,-2085.800000000001,12663.199999999999,14749.0,2728.0,3272.0,164.0,6.011730205278592,-2085.800000000001,11
0,-6.540141081625833,-973.5000000000036,13911.499999999996,14885.0,2722.0,3278.0,164.0,6.0249816311535636,-973.5000000000018,12
0,-4.5236817388971104,-674.3000000000029,14231.699999999997,14906.0,2717.0,3283.0,159.0,5.852042694147958,-674.2999999999993,13
0,-1.9473719540847299,-290.1000000000022,14606.899999999998,14897.0,2743.0,3257.0,170.0,6.197593875318994,-290.10000000000946,14
0,5.245560398100579,806.4000000000033,16179.400000000003,15373.0,2763.0,3237.0,188.0,6.804198335142961,806.4000000000015,15
0,9.223567177155061,1379.199999999997,16332.199999999997,14953.0,2715.0,3285.0,174.0,6.4088397790055245,1379.1999999999916,16
0,1.8345179026417782,273.5999999999949,15187.599999999995,14914.0,2768.0,3232.0,195.0,7.044797687861272,273.5999999999967,17
0,-15.155292194523938,-2225.100000000004,12456.899999999996,14682.0,2689.0,3311.0,151.0,5.615470435105988,-2225.1000000000067,18
0,-19.00053376034161,-2847.800000000001,12140.199999999999,14988.0,2730.0,3270.0,150.0,5.4945054945054945,-2847.7999999999975,19
0,-5.64661454882733,-852.2999999999975,14241.700000000003,15094.0,2698.0,3302.0,169.0,6.263899184581172,-852.3000000000011,20
0,-9.243910577243938,-1385.2000000000044,13599.799999999996,14985.0,2695.0,3305.0,166.0,6.159554730983302,-1385.2000000000007,21
0,-6.0638015651943675,-914.3000000000065,14163.699999999993,15078.0,2751.0,3249.0,178.0,6.470374409305707,-914.3000000000029,22
0,-6.776687674614962,-1042.999999999989,14348.000000000011,15391.0,2763.0,3237.0,168.0,6.080347448425624,-1042.999999999991,23
0,0.32979354923811854,49.999999999992724,15210.999999999993,15161.0,2792.0,3208.0,189.0,6.769340974212035,50.0,24
0,0.988537732723799,149.20000000000255,15242.200000000003,15093.0,2765.0,3235.0,185.0,6.6907775768535265,149.20000000000073,25
0,-11.90402580818602,-1771.199999999999,13107.800000000001,14879.0,2701.0,3299.0,165.0,6.108848574602,-1771.2000000000025,26
0,2.494302185279551,372.100000000004,15290.100000000004,14918.0,2727.0,3273.0,172.0,6.307297396406307,372.0999999999967,27
0,-11.551364095655117,-1714.800000000001,13130.199999999999,14845.0,2712.0,3288.0,168.0,6.1946902654867255,-1714.8000000000047,28
0,-3.3788395904436896,-504.89999999999964,14438.1,14943.0,2717.0,3283.0,163.0,5.999263894000737,-504.9000000000069,29
0,-18.799343185550086,-2862.2000000000007,12362.8,15225.0,2690.0,3310.0,164.0,6.096654275092937,-2862.2000000000025,30
0,6.422433584781956,979.1000000000095,16224.10000000001,15245.0,2791.0,3209.0,173.0,6.198495163024006,979.1000000000022,31
0,-2.7907889572157814,-426.600000000004,14859.399999999996,15286.0,2739.0,3261.0,190.0,6.936838262139466,-426.60000000000036,32
0,4.827449686572095,731.6000000000022,15886.600000000002,15155.0,2741.0,3259.0,185.0,6.7493615468807,731.600000000004,33
0,-5.690800077364472,-882.7000000000025,14628.299999999997,15511.0,2793.0,3207.0,171.0,6.122448979591836,-882.6999999999971,34
0,-8.913114861758714,-1357.2000000000007,13869.8,15227.0,2735.0,3265.0,171.0,6.2522851919561235,-1357.199999999997,35
