,total_gain,total_income,total_get,total_use,num_bet,num_pass,num_hit,buy_hit_per,total_reward,n_episode
0,15.345765345765301,789.9999999999982,5937.999999999998,5148.0,929.0,1071.0,51.0,5.489773950484392,790.0000000000036,106
0,34.821077467557956,1770.9999999999982,6856.999999999998,5086.0,904.0,1096.0,57.0,6.3053097345132745,1770.9999999999982,107
0,15.045737285034775,822.4000000000005,6288.400000000001,5466.0,939.0,1061.0,54.0,5.7507987220447285,822.3999999999996,108
0,-5.020817562452677,-265.2999999999993,5018.700000000001,5284.0,946.0,1054.0,50.0,5.2854122621564485,-265.2999999999993,109
0,-3.2404371584699163,-177.89999999999873,5312.100000000001,5490.0,964.0,1036.0,49.0,5.08298755186722,-177.89999999999964,110
0,29.333458858971937,1557.8999999999996,6868.9,5311.0,935.0,1065.0,58.0,6.2032085561497325,1557.899999999996,111
0,36.23549883990722,1874.1000000000013,7046.100000000001,5172.0,932.0,1068.0,55.0,5.901287553648069,1874.0999999999985,112
0,15.343294874219765,811.1999999999998,6098.2,5287.0,931.0,1069.0,51.0,5.477980665950591,811.2000000000007,113
0,17.733255903987583,916.0999999999985,6082.0999999999985,5166.0,925.0,1075.0,49.0,5.297297297297297,916.0999999999985,114
0,23.940779014308404,1204.699999999999,6236.699999999999,5032.0,889.0,1111.0,54.0,6.074240719910011,1204.699999999999,115
0,34.3230046948357,1827.7000000000007,7152.700000000001,5325.0,927.0,1073.0,56.0,6.0409924487594395,1827.7000000000025,116
0,31.9866539561487,1677.6999999999998,6922.7,5245.0,942.0,1058.0,58.0,6.1571125265392785,1677.699999999999,117
0,29.41573467026612,1525.500000000001,6711.500000000001,5186.0,932.0,1068.0,57.0,6.115879828326181,1525.4999999999982,118
0,23.6086529006883,1200.5,6285.5,5085.0,922.0,1078.0,50.0,5.42299349240781,1200.4999999999964,119
0,16.70705904981729,868.6000000000004,6067.6,5199.0,944.0,1056.0,53.0,5.614406779661017,868.5999999999985,120
0,32.657062825130026,1632.199999999999,6630.199999999999,4998.0,894.0,1106.0,58.0,6.487695749440715,1632.199999999999,121
0,29.782928623988226,1619.0,7055.0,5436.0,954.0,1046.0,59.0,6.184486373165619,1619.0000000000055,122
0,4.595238095238102,250.90000000000055,5710.900000000001,5460.0,949.0,1051.0,57.0,6.006322444678609,250.89999999999782,123
0,30.590608950843745,1667.8000000000002,7119.8,5452.0,942.0,1058.0,56.0,5.9447983014862,1667.7999999999956,124
0,23.311283311283333,1233.4000000000015,6524.4000000000015,5291.0,968.0,1032.0,53.0,5.475206611570248,1233.3999999999978,125
0,3.0779780564263746,157.10000000000218,5261.100000000002,5104.0,910.0,1090.0,52.0,5.714285714285714,157.0999999999949,126
0,25.84510820962258,1444.9999999999982,7035.999999999998,5591.0,981.0,1019.0,55.0,5.606523955147808,1445.0000000000036,127
0,-3.720629047178548,-201.10000000000036,5203.9,5405.0,966.0,1034.0,47.0,4.865424430641822,-201.10000000000036,128
0,1.053662358010186,53.80000000000018,5159.8,5106.0,912.0,1088.0,46.0,5.0438596491228065,53.80000000000109,129
0,9.408070041872847,494.3000000000002,5748.3,5254.0,934.0,1066.0,51.0,5.460385438972163,494.3000000000011,130
0,6.352876911871803,348.89999999999964,5840.9,5492.0,966.0,1034.0,52.0,5.383022774327122,348.8999999999978,131
0,18.360787464845288,913.9999999999982,5891.999999999998,4978.0,915.0,1085.0,53.0,5.7923497267759565,914.0,132
0,23.787291747384714,1227.8999999999987,6389.899999999999,5162.0,931.0,1069.0,57.0,6.122448979591836,1227.8999999999996,133
0,33.09580364212192,1672.0,6724.0,5052.0,900.0,1100.0,55.0,6.111111111111111,1672.0000000000018,134
0,45.36343199700261,2421.499999999999,7759.499999999999,5338.0,944.0,1056.0,57.0,6.038135593220339,2421.5,135
0,18.478693747510945,927.9999999999991,5949.999999999999,5022.0,898.0,1102.0,55.0,6.124721603563475,928.0000000000018,136
0,24.918636187524214,1286.2999999999993,6448.299999999999,5162.0,929.0,1071.0,53.0,5.705059203444564,1286.300000000001,137
0,25.176933158584518,1344.699999999999,6685.699999999999,5341.0,932.0,1068.0,54.0,5.793991416309012,1344.7000000000044,138
0,29.767804878048764,1525.5999999999995,6650.599999999999,5125.0,900.0,1100.0,53.0,5.888888888888888,1525.6000000000004,139
0,16.506024096385545,822.0,5802.0,4980.0,907.0,1093.0,50.0,5.512679162072767,822.0,140
0,0.9718719689622048,50.10000000000127,5205.100000000001,5155.0,939.0,1061.0,52.0,5.537806176783812,50.100000000000364,141
0,22.45202161356437,1205.0,6572.0,5367.0,940.0,1060.0,61.0,6.489361702127659,1205.0000000000055,142
0,12.949399488088247,657.7000000000016,5736.700000000002,5079.0,936.0,1064.0,53.0,5.662393162393163,657.6999999999971,143
0,14.389390311291223,781.2000000000007,6210.200000000001,5429.0,968.0,1032.0,54.0,5.578512396694215,781.1999999999989,144
0,-1.8388919263714314,-100.90000000000055,5386.099999999999,5487.0,957.0,1043.0,45.0,4.702194357366771,-100.899999999996,145
0,4.365642237982684,221.60000000000036,5297.6,5076.0,900.0,1100.0,47.0,5.222222222222222,221.59999999999854,146
0,3.1332189822755936,164.40000000000055,5411.400000000001,5247.0,934.0,1066.0,50.0,5.353319057815846,164.40000000000146,147
0,12.236205227492732,632.0,5797.0,5165.0,931.0,1069.0,49.0,5.263157894736842,632.0,148
0,19.500789265982604,988.2999999999984,6056.299999999998,5068.0,924.0,1076.0,54.0,5.844155844155844,988.2999999999993,149
0,12.085513259967513,669.8999999999996,6212.9,5543.0,977.0,1023.0,52.0,5.322415557830093,669.8999999999996,150
0,28.702975856260537,1533.6000000000004,6876.6,5343.0,917.0,1083.0,56.0,6.106870229007633,1533.6000000000004,151
0,14.15874901029295,715.3000000000002,5767.3,5052.0,918.0,1082.0,49.0,5.337690631808279,715.3000000000011,152
0,30.161623754933288,1604.8999999999996,6925.9,5321.0,929.0,1071.0,59.0,6.350914962325081,1604.8999999999942,153
0,-2.405016599040948,-130.40000000000055,5291.599999999999,5422.0,960.0,1040.0,53.0,5.520833333333333,-130.40000000000146,154
0,12.062202852614902,608.9000000000005,5656.900000000001,5048.0,905.0,1095.0,49.0,5.414364640883978,608.9000000000015,155
0,16.335863377609087,860.8999999999987,6130.899999999999,5270.0,942.0,1058.0,53.0,5.626326963906582,860.9000000000015,156
0,29.28038277511959,1529.8999999999987,6754.899999999999,5225.0,915.0,1085.0,50.0,5.46448087431694,1529.9000000000033,157
0,14.972522266439285,790.1000000000004,6067.1,5277.0,927.0,1073.0,56.0,6.0409924487594395,790.1000000000058,158
0,0.7303912121796117,37.900000000000546,5226.900000000001,5189.0,937.0,1063.0,54.0,5.76307363927428,37.89999999999782,159
0,29.95576923076925,1557.7000000000007,6757.700000000001,5200.0,928.0,1072.0,53.0,5.711206896551724,1557.699999999997,160
0,19.608801955990245,1042.6000000000013,6359.600000000001,5317.0,945.0,1055.0,55.0,5.82010582010582,1042.599999999995,161
0,27.28884826325408,1492.699999999999,6962.699999999999,5470.0,966.0,1034.0,55.0,5.693581780538302,1492.699999999999,162
0,17.856341189674524,954.5999999999995,6300.599999999999,5346.0,946.0,1054.0,51.0,5.391120507399577,954.600000000004,163
0,7.639808682855033,415.2999999999993,5851.299999999999,5436.0,957.0,1043.0,55.0,5.747126436781609,415.29999999999745,164
